duracion,station_A_id,station_A_name,station_B_id,station_B_name,id_cicla,edad,usuario_tipo,año_nacimiento,genero
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,2128,32,2,1974,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,3171,24,2,1986,Male
17 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5428,58,3,1992,Male
3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5327,26,3,1981,Female
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5221,43,1,1988,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,2284,59,3,1977,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,4616,49,3,1980,Male
24 minutes,16,Steuart St at Market St,355,23rd St at Tennessee St,4438,51,1,1988,Female
5 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4973,33,3,1990,Male
6 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4358,24,2,1958,Male
9 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5487,50,2,1987,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5374,29,2,1992,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5282,20,2,1993,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),3048,48,2,1960,Male
11 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,294,34,2,1989,Male
5 minutes,22,Howard St at Beale St,47,4th St at Harrison St,5504,22,2,1980,Male
9 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5545,33,2,1980,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,45,45,3,1984,Male
2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,4740,64,3,1980,Male
13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,3139,38,2,1975,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,1846,39,3,1992,Female
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5105,64,2,1992,Female
11 minutes,3,Powell St BART Station (Market St at 4th St),9,Broadway at Battery St,4958,32,2,1959,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,4734,64,2,1991,Male
7 minutes,22,Howard St at Beale St,9,Broadway at Battery St,1286,30,1,1988,Male
16 minutes,22,Howard St at Beale St,345,Hubbell St at 16th St,4794,65,3,1987,Male
1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5427,59,2,1965,Male
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,5369,42,2,1972,Male
891 minutes,5,Powell St BART Station (Market St at 5th St),39,Scott St at Golden Gate Ave,4825,58,2,1990,Male
7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4616,31,2,1996,Female
7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3491,18,1,1974,Male
18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),13,Commercial St at Montgomery St,4719,17,2,1968,Male
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4756,31,1,1992,Male
33 minutes,16,Steuart St at Market St,360,Newhall St at 3rd St,1865,64,1,1993,Female
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4586,50,3,1967,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,2950,50,1,1967,Male
9 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5230,28,2,1972,Male
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5534,60,1,1971,Male
15 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,3662,28,1,1956,Male
2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,2779,19,3,1986,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,5492,35,2,1993,Male
12 minutes,22,Howard St at Beale St,88,11th St at Bryant St,4889,33,2,1983,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),363,Salesforce Transit Center (Natoma St at 2nd St),6235,62,1,1981,Male
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,4373,31,3,1978,Male
8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1985,53,2,1966,Female
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,1301,37,3,1976,Female
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),345,Hubbell St at 16th St,5329,60,2,1985,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,1884,21,2,1976,Male
8 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,5442,45,2,1980,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1103,42,2,1971,Male
8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,3226,49,2,1988,Female
4 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5349,26,2,1989,Male
7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,4934,34,2,1987,Male
23 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),59,S Van Ness Ave at Market St,5539,24,1,1973,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,5228,31,3,1986,Female
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5248,17,2,1977,Male
5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,1630,32,2,1984,Male
12 minutes,16,Steuart St at Market St,81,Berry St at 4th St,868,21,2,1993,Male
20 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3299,43,2,1973,Female
5 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,4326,32,2,1983,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,230,32,1,1969,Male
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,4609,45,2,1986,Female
11 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5009,30,2,1990,Female
11 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4329,25,2,1994,Male
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),13,Commercial St at Montgomery St,5011,22,2,1995,Female
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4968,40,3,1990,Male
6 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5114,59,1,1982,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,5322,25,3,1977,Male
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3148,19,2,1974,Male
4 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,4799,46,1,1991,Male
11 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,649,59,2,1991,Male
3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4923,55,2,1985,Male
11 minutes,22,Howard St at Beale St,79,7th St at Brannan St,5281,22,2,1982,Male
9 minutes,22,Howard St at Beale St,321,5th St at Folsom,1832,28,1,1970,Female
11 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,1181,34,1,1985,Female
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5366,61,2,1986,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),5404,50,2,1965,Male
8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4586,56,3,1985,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,2887,39,3,1986,Male
14 minutes,22,Howard St at Beale St,91,Berry St at King St,500,36,2,1978,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5301,42,2,1973,Male
6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,963,35,2,1967,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4318,19,2,1971,Male
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,3508,19,1,1972,Male
12 minutes,22,Howard St at Beale St,81,Berry St at 4th St,119,26,1,1986,Male
2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,2526,35,2,1960,Male
14 minutes,22,Howard St at Beale St,59,S Van Ness Ave at Market St,5552,57,2,1979,Female
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5404,50,2,1993,Female
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5224,23,2,1987,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4802,23,2,1964,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5325,52,2,1986,Male
3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,2035,32,2,1981,Female
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2366,22,2,1978,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),102,Irwin St at 8th St,1308,48,1,1963,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),230,24,1,1992,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5565,41,2,1956,Male
9 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,4647,17,1,1977,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,1286,45,2,1978,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5497,20,2,1988,Female
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,3491,40,2,1983,Male
4 minutes,81,Berry St at 4th St,104,4th St at 16th St,4926,33,2,1995,Female
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5163,41,1,1979,Male
6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5014,34,2,1992,Female
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,3451,58,2,1986,Male
13 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3508,34,2,1958,Female
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5299,57,3,1984,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5524,36,3,1966,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,2804,38,3,1984,Other
5 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,2321,57,2,1998,Female
1 minutes,16,Steuart St at Market St,15,San Francisco Ferry Building (Harry Bridges Plaza),2950,44,3,1974,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3223,56,2,1988,Male
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,4837,64,3,1989,Female
2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,643,50,2,1987,Male
15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,1668,50,3,1981,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5535,27,1,1985,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,4426,36,2,1972,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5442,62,1,1990,Female
2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),124,62,2,1995,Female
4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,3709,19,1,1990,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4998,31,2,1985,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5351,50,3,1979,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1405,22,3,1964,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4557,54,1,1974,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,3226,21,2,1974,Male
9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5366,41,2,1991,Male
12 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,2784,17,2,1980,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4609,42,3,1992,Male
8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,3375,49,2,1970,Male
15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),2840,38,2,1984,Female
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),355,23rd St at Tennessee St,5242,45,2,1981,Male
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,4746,39,1,1978,Other
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,3197,22,2,1996,Female
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,2053,39,3,1993,Male
12 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,183,63,3,1969,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,2100,26,2,1960,Male
12 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5454,18,3,1970,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5325,45,2,1982,Male
6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4809,63,3,1993,Female
4 minutes,3,Powell St BART Station (Market St at 4th St),370,Jones St at Post St,4793,35,2,1993,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,3151,41,2,1992,Male
10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5535,58,3,1986,Female
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5315,34,2,1984,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5264,64,1,1986,Male
8 minutes,81,Berry St at 4th St,101,15th St at Potrero Ave,2047,61,3,1980,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5418,59,1,1982,Male
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,2321,56,2,1963,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3226,63,1,1985,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,3111,20,2,1983,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2722,42,3,1982,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),13,Commercial St at Montgomery St,2127,52,3,1983,Male
9 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4980,38,2,1982,Female
13 minutes,16,Steuart St at Market St,104,4th St at 16th St,4976,49,2,1980,Female
11 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),5057,21,2,1988,Male
8 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4942,37,2,1983,Female
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,2894,19,1,1989,Female
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2711,29,2,1967,Male
5 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4811,63,3,1971,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),102,Irwin St at 8th St,2875,57,2,1980,Male
5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,97,37,2,1974,Female
17 minutes,16,Steuart St at Market St,126,Esprit Park,5467,61,2,1982,Female
