duracion,station_A_id,station_A_name,station_B_id,station_B_name,id_cicla,edad,usuario_tipo,año_nacimiento,genero
10 minutes,81,Berry St at 4th St,323,Broadway at Kearny,5480,46,2,1959,Male
24 minutes,3,Powell St BART Station (Market St at 4th St),118,Eureka Valley Recreation Center,5193,28,2,1965,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,3652,37,3,1993,Male
4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,1883,44,1,1979,Male
11 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4626,39,2,1994,Male
10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,3279,38,2,1979,Male
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),107,17th St at Dolores St,1035,43,2,1981,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,5286,53,2,1991,Male
21 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2124,54,1,1982,Female
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,333,29,1,1994,Male
19 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1883,23,2,1983,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,5331,51,1,1990,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,1863,47,3,1998,Male
187 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,674,52,2,1987,Female
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,5487,29,2,1997,Male
10 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,1606,40,2,1995,Male
32 minutes,22,Howard St at Beale St,122,19th St at Mission St,3661,35,3,1990,Male
5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4969,48,3,1964,Male
16 minutes,16,Steuart St at Market St,42,San Francisco City Hall (Polk St at Grove St),5000,29,2,2000,Female
10 minutes,16,Steuart St at Market St,42,San Francisco City Hall (Polk St at Grove St),5230,48,2,2000,Male
16 minutes,16,Steuart St at Market St,58,Market St at 10th St,2033,49,3,1998,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),364,China Basin St at 3rd St,5055,46,3,1986,Male
10 minutes,5,Powell St BART Station (Market St at 5th St),356,Valencia St at Clinton Park,2165,54,2,1982,Male
3 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),2403,25,2,1992,Male
11 minutes,3,Powell St BART Station (Market St at 4th St),109,17th St at Valencia St,4980,28,1,1980,Male
3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2409,25,3,1990,Female
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,2852,29,3,1994,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,2459,47,2,1977,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5193,34,3,1990,Male
6 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,903,45,1,1990,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5218,23,1,1988,Female
9 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2177,21,3,1990,Male
10 minutes,3,Powell St BART Station (Market St at 4th St),102,Irwin St at 8th St,5130,64,3,1980,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,3397,38,3,1979,Male
11 minutes,81,Berry St at 4th St,356,Valencia St at Clinton Park,5504,59,2,1994,Male
11 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,531,28,2,1988,Male
4 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,3385,53,2,1990,Female
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,2568,24,2,1989,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,2804,53,1,1966,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),130,22nd St Caltrain Station,5213,37,1,1986,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,1575,29,1,1988,Male
12 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,2899,21,1,1967,Female
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,1894,28,2,1977,
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,2960,40,1,1977,Female
2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,2193,54,2,1996,Female
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,2436,41,2,1990,Female
7 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,3617,23,2,1989,Male
8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,626,33,1,1994,Male
15 minutes,5,Powell St BART Station (Market St at 5th St),4,Cyril Magnin St at Ellis St,4719,48,1,1973,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,2125,49,3,1991,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,5374,34,2,1999,Female
16 minutes,22,Howard St at Beale St,350,8th St at Brannan St,1310,64,2,1987,Male
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,2531,17,2,1999,Female
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,1502,,2,1998,Female
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,1202,,1,1999,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,377,,2,1999,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,3711,,3,1985,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,2918,,2,1999,Female
10 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5233,,1,1987,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,507,,2,1998,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,608,,1,1999,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,157,,1,1999,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,4602,,2,1991,Female
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,181,,2,1967,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,3715,,2,1999,Male
10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5392,,2,1986,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),28,The Embarcadero at Bryant St,1012,,1,1991,
10 minutes,5,Powell St BART Station (Market St at 5th St),70,Central Ave at Fell St,465,,2,1989,Male
19 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,3009,,2,1992,Female
20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),377,Fell St at Stanyan St,5105,,1,1992,Male
38 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5271,,2,1988,Male
9 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5125,,1,1988,Male
13 minutes,5,Powell St BART Station (Market St at 5th St),370,Jones St at Post St,5373,,2,1987,Male
20 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,443,,1,1985,Female
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1920,,2,1990,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,316,,2,1999,Female
18 minutes,22,Howard St at Beale St,72,Page St at Scott St,5162,,2,1980,Female
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,1299,,2,1996,Male
15 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,1547,,2,1990,Female
14 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,3309,,3,1990,Male
22 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,3224,,2,1986,Female
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4799,,2,1981,Male
4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5458,,3,1980,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2568,,2,1990,
79 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,2684,,1,1987,Male
78 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,2030,,2,1987,Male
80 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,2086,,2,1987,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,1315,,2,1985,Male
6 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,5224,,2,1983,Female
11 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,192,,2,2000,Female
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1159,,2,1986,Female
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1602,,3,1988,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),139,Garfield Square (25th St at Harrison St),4716,,1,1975,Male
9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1465,,1,1999,Female
9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,685,59,1,1991,Female
10 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,3109,16,1,2000,Female
6 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,4383,42,2,1985,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),370,Jones St at Post St,4960,43,1,1988,Male
18 minutes,16,Steuart St at Market St,116,Mississippi St at 17th St,5262,44,1,1989,Female
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,4996,24,1,1994,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4799,26,2,1987,Male
10 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,1959,43,2,1990,Male
11 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,5222,40,2,1990,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),60,8th St at Ringold St,5047,43,3,1987,Male
10 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,2499,60,2,1988,Male
19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),52,McAllister St at Baker St,5518,50,2,1993,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,955,43,2,1998,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,593,24,2,2000,Female
6 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,1514,28,2,2000,
9 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,5224,53,2,1990,Female
8 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,5528,22,2,1996,Male
9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,4574,48,2,1977,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2152,61,2,2000,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5070,35,2,1987,Male
19 minutes,3,Powell St BART Station (Market St at 4th St),121,Mission Playground,3491,64,3,1961,Male
10 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,223,22,1,1988,Male
3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2568,26,2,1988,Male
8 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,5474,18,2,1997,Female
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5245,21,1,1989,Male
19 minutes,16,Steuart St at Market St,85,Church St at Duboce Ave,4814,51,1,1970,Male
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,5546,47,2,1977,Female
20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),72,Page St at Scott St,1122,37,3,1979,Male
27 minutes,22,Howard St at Beale St,345,Hubbell St at 16th St,5294,31,1,1983,Female
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),23,The Embarcadero at Steuart St,4924,16,2,1992,Male
16 minutes,22,Howard St at Beale St,125,20th St at Bryant St,4942,20,3,1958,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,5253,40,1,1981,Male
10 minutes,81,Berry St at 4th St,321,5th St at Folsom,4832,47,1,1996,Male
25 minutes,3,Powell St BART Station (Market St at 4th St),134,Valencia St at 24th St,2738,25,2,1986,Female
9 minutes,5,Powell St BART Station (Market St at 5th St),73,Pierce St at Haight St,4414,53,3,1995,Female
11 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5427,29,1,1969,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),75,Market St at Franklin St,6235,31,2,1986,Male
14 minutes,3,Powell St BART Station (Market St at 4th St),223,16th St Mission BART Station 2,5570,46,2,1962,Other
10 minutes,3,Powell St BART Station (Market St at 4th St),223,16th St Mission BART Station 2,5328,48,3,1989,Female
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,5571,65,2,1988,Male
16 minutes,22,Howard St at Beale St,115,Jackson Playground,5332,38,2,1982,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4574,62,2,1979,Male
14 minutes,22,Howard St at Beale St,114,Rhode Island St at 17th St,5445,18,3,1994,Male
10 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,4413,32,2,1978,Male
9 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5392,58,3,1988,Male
17 minutes,22,Howard St at Beale St,356,Valencia St at Clinton Park,5325,42,1,1995,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5222,24,3,1995,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),5353,56,1,1965,Male
8 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,4968,35,2,1993,Female
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5526,52,3,1975,Male
18 minutes,21,Montgomery St BART Station (Market St at 2nd St),134,Valencia St at 24th St,5485,39,3,1986,Other
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,3397,38,2,1992,Female
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4728,62,3,1991,Female
14 minutes,5,Powell St BART Station (Market St at 5th St),126,Esprit Park,1338,48,1,1984,Male
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),86,Market St at Dolores St,4426,45,1,1987,Male
17 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,149,60,3,1984,Male
5 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,3554,41,2,1989,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4319,54,1,1992,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,5494,44,2,1994,Male
32 minutes,21,Montgomery St BART Station (Market St at 2nd St),4,Cyril Magnin St at Ellis St,5027,56,3,1975,Male
10 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,5229,38,1,1991,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),136,23rd St at San Bruno Ave,5574,38,2,1980,Female
11 minutes,3,Powell St BART Station (Market St at 4th St),364,China Basin St at 3rd St,4748,34,1,1996,Male
6 minutes,81,Berry St at 4th St,49,S Park St at 3rd St,3711,26,2,1978,Male
6 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6235,40,3,1967,
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,967,33,2,1983,
21 minutes,81,Berry St at 4th St,55,Webster St at Grove St,4969,59,2,1969,
7 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),5530,60,3,1990,
18 minutes,5,Powell St BART Station (Market St at 5th St),355,23rd St at Tennessee St,5535,53,3,1993,
19 minutes,5,Powell St BART Station (Market St at 5th St),355,23rd St at Tennessee St,4344,16,1,1991,
13 minutes,22,Howard St at Beale St,345,Hubbell St at 16th St,3616,24,1,1991,
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3108,25,1,1992,
1 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),4319,46,2,1991,
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4968,23,2,1993,
3 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,1718,27,2,1986,
8 minutes,22,Howard St at Beale St,4,Cyril Magnin St at Ellis St,1475,33,2,1994,
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5253,62,1,1988,
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5114,44,3,1993,
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,3432,19,2,1988,
12 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,4778,49,1,1994,
9 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),2738,16,1,1993,
12 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,1565,56,3,1992,
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),11,Davis St at Jackson St,5307,42,3,1987,
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),55,Webster St at Grove St,4953,47,1,1992,
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),74,Laguna St at Hayes St,4347,54,3,1988,Male
8 minutes,22,Howard St at Beale St,323,Broadway at Kearny,5359,17,3,1985,Male
18 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,4320,24,1,1980,Male
11 minutes,22,Howard St at Beale St,104,4th St at 16th St,2473,36,3,1982,Male
6 minutes,22,Howard St at Beale St,47,4th St at Harrison St,3225,28,1,1986,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,4658,38,2,1989,Male
10 minutes,5,Powell St BART Station (Market St at 5th St),144,Precita Park,4553,28,1,1994,Female
10 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,2564,57,2,1970,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4982,19,3,1985,Female
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5110,30,1,1948,Male
2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5549,65,2,1993,Male
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,411,44,1,1989,Male
18 minutes,22,Howard St at Beale St,115,Jackson Playground,5407,23,3,1986,Male
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),87,Folsom St at 13th St,5282,45,2,1990,Male
10 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5438,47,3,1990,Female
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5381,56,2,1990,Female
6 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),2550,39,2,1979,Male
5 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,643,54,1,1981,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,4609,62,2,1993,Male
17 minutes,5,Powell St BART Station (Market St at 5th St),142,Guerrero Park,4928,45,2,1993,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,2113,46,2,1987,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5550,37,3,1994,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4969,39,2,1975,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3109,43,1,1982,Male
22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),97,14th St at Mission St,5423,43,3,1993,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),97,14th St at Mission St,5226,65,2,1981,Male
23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),97,14th St at Mission St,4820,64,2,1993,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,1396,18,2,1997,Male
17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),371,Lombard St at Columbus Ave,5051,52,2,1984,Male
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,5463,27,3,1988,Female
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4716,34,2,1984,Male
6 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,4768,65,2,1988,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4344,43,2,1984,Female
15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,4601,57,2,1985,Female
13 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,4613,32,2,1981,Male
3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),1514,47,1,1994,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,2174,46,2,1979,Male
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),967,41,1,1987,Male
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),91,Berry St at King St,4780,23,2,1982,Male
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4426,23,2,1988,Male
2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,5458,19,2,1975,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,5029,54,1,1988,Female
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),2960,30,2,1991,Female
7 minutes,3,Powell St BART Station (Market St at 4th St),19,Post St at Kearny St,5570,28,2,1995,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,2481,45,2,1989,Male
19 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,2238,52,3,1984,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5561,50,3,1988,Male
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4969,58,3,1978,Male
7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4574,60,2,1992,Male
26 minutes,22,Howard St at Beale St,120,Mission Dolores Park,3053,20,2,1987,Female
7 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4655,32,2,1986,Female
4 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),1126,32,3,1994,Female
7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,160,17,1,1979,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,491,34,2,1991,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,5007,39,2,1984,Male
9 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,4390,40,2,1986,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5230,60,2,1984,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3681,39,2,1979,Male
6 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5229,41,3,1976,Other
10 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5549,26,2,1992,Male
9 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,5538,27,2,1989,Male
26 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5396,37,2,1989,Male
10 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),4716,37,1,1999,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4934,36,2,1993,Female
3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,3208,18,3,1984,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,5228,31,2,1989,Male
19 minutes,81,Berry St at 4th St,131,22nd St at Dolores St,4611,30,3,1982,Male
10 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),2147,23,2,1990,Other
15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4980,21,2,1992,Female
20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),39,Scott St at Golden Gate Ave,5566,42,3,1992,Male
11 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5114,31,3,1982,Male
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4746,40,3,1983,Male
5 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),1052,50,1,1960,Male
10 minutes,81,Berry St at 4th St,87,Folsom St at 13th St,5369,53,2,1984,Female
15 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,5479,38,1,1985,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1630,55,2,1995,Female
13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,300,56,2,1987,Male
26 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,5267,30,2,1986,Male
12 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,5496,18,3,1980,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4613,59,3,1991,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5549,34,1,1981,Male
14 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,4453,23,3,1988,Male
